id,label
1,0,cat,0.92370015
2,0,cat,0.9999945
3,0,cat,0.8360467
4,0,cat,0.9997862
5,1,dog,0.6560591
6,1,dog,0.81852573
7,1,dog,0.99996126
8,1,dog,0.99934226
9,1,dog,0.80193245
10,1,dog,0.99941087
11,1,dog,0.99941754
12,0,cat,0.99831736
13,1,dog,0.99399346
14,1,dog,0.99999833
15,1,dog,0.9999924
16,1,dog,0.99915385
17,1,dog,0.9956203
18,0,cat,0.9999474
19,0,cat,0.55114794
20,1,dog,0.5655947
21,0,cat,0.9999993
22,1,dog,0.99994135
23,0,cat,0.658623
24,0,cat,0.9179123
25,0,cat,0.9805463
26,0,cat,0.9954158
27,1,dog,0.9981633
28,1,dog,0.9978059
29,0,cat,0.9792631
30,0,cat,0.9964664
31,0,cat,0.9998167
32,1,dog,0.99958926
33,0,cat,0.99785537
34,1,dog,0.99930465
35,1,dog,0.9999167
36,1,dog,0.99610597
37,1,dog,0.99845576
38,1,dog,0.99957424
39,1,dog,0.6891042
40,1,dog,0.99986124
41,1,dog,0.9958834
42,0,cat,0.9991623
43,0,cat,0.9977024
44,0,cat,0.7554262
45,1,dog,0.9990852
46,0,cat,0.9996019
47,1,dog,0.9999918
48,0,cat,0.99801207
49,0,cat,0.83091074
50,1,dog,0.9999939
51,1,dog,0.76227075
52,1,dog,0.999966
53,1,dog,0.9976694
54,1,dog,0.9941016
55,1,dog,0.97699463
56,0,cat,0.57855546
57,0,cat,1.0
58,1,dog,0.99997795
59,0,cat,0.79195356
60,0,cat,0.9301698
61,1,dog,0.9893387
62,0,cat,0.9994485
63,1,dog,0.9986853
64,0,cat,0.9999094
65,0,cat,0.99999857
66,0,cat,0.98421013
67,0,cat,0.99977595
68,1,dog,0.9997516
69,0,cat,0.99986875
70,0,cat,0.93564653
71,0,cat,0.98726827
72,0,cat,0.9998969
73,0,cat,0.99988484
74,0,cat,0.9677151
75,1,dog,0.995999
76,1,dog,0.9988117
77,0,cat,0.9940409
78,0,cat,0.9994746
79,0,cat,0.9999958
80,1,dog,0.7730198
81,1,dog,0.8748734
82,1,dog,0.5780662
83,0,cat,0.9999999
84,1,dog,0.97269326
85,0,cat,0.9980215
86,0,cat,0.83966476
87,1,dog,0.6589871
88,0,cat,0.9964083
89,1,dog,0.99911016
90,1,dog,0.85231245
91,1,dog,0.7994557
92,1,dog,0.99999666
93,1,dog,0.9998468
94,0,cat,0.99980193
95,0,cat,0.9965233
96,1,dog,0.9670322
97,0,cat,0.5153797
98,0,cat,0.9746158
99,1,dog,0.99905485
100,1,dog,0.9987388
101,1,dog,0.99984014
102,0,cat,0.9974202
103,1,dog,0.9908697
104,1,dog,0.9998301
105,1,dog,0.96307623
106,1,dog,0.6045962
107,1,dog,0.9982533
108,1,dog,0.9881329
109,1,dog,0.9920298
110,0,cat,0.9980709
111,1,dog,0.9123572
112,0,cat,0.99834335
113,0,cat,0.9949839
114,1,dog,0.9988661
115,0,cat,0.66102445
116,1,dog,0.999742
117,1,dog,0.9999615
118,0,cat,0.9997042
119,1,dog,0.87392974
120,0,cat,0.99155515
121,1,dog,0.5954241
122,1,dog,0.9999726
123,0,cat,0.8959274
124,1,dog,0.99981624
125,1,dog,0.9999491
126,1,dog,0.9983304
127,1,dog,0.9924809
128,1,dog,0.9999845
129,1,dog,0.99684155
130,1,dog,0.6875968
131,0,cat,0.9992853
132,0,cat,0.5105062
133,0,cat,0.6995483
134,0,cat,0.97541875
135,1,dog,0.92348135
136,1,dog,0.9937115
137,0,cat,0.8773337
138,1,dog,0.9909401
139,1,dog,0.99162185
140,1,dog,0.9995877
141,1,dog,0.9994911
142,1,dog,0.9614022
143,0,cat,0.99999106
144,1,dog,0.8103293
145,1,dog,0.99920815
146,0,cat,0.9999838
147,0,cat,0.9998142
148,1,dog,0.9987502
149,1,dog,0.99957496
150,1,dog,0.9474537
151,0,cat,0.9916978
152,0,cat,0.93920374
153,1,dog,0.99981374
154,1,dog,0.99981946
155,0,cat,0.99993193
156,1,dog,0.90047073
157,1,dog,0.93200284
158,0,cat,0.99166334
159,0,cat,0.9990007
160,1,dog,0.7907117
161,1,dog,0.9979818
162,1,dog,0.94951695
163,1,dog,0.99990606
164,0,cat,0.9998727
165,1,dog,0.9155188
166,1,dog,0.9995586
167,0,cat,0.7265761
168,1,dog,0.9999733
169,1,dog,0.9657326
170,1,dog,0.9757675
171,0,cat,0.9326511
172,1,dog,0.96951586
173,1,dog,0.9690768
174,1,dog,0.9994863
175,0,cat,0.99932635
176,0,cat,0.9999808
177,0,cat,0.99818546
178,0,cat,0.9917692
179,1,dog,0.8956173
180,1,dog,0.9909428
181,0,cat,0.9999695
182,0,cat,0.9991148
183,1,dog,0.9812665
184,1,dog,0.9933652
185,1,dog,0.561681
186,1,dog,0.9878699
187,1,dog,0.99910235
188,1,dog,0.9999963
189,1,dog,0.9994159
190,0,cat,0.99977344
191,1,dog,0.9866303
192,1,dog,0.9984119
193,1,dog,0.9206303
194,1,dog,0.9983333
195,0,cat,0.9664679
196,1,dog,0.8044325
197,1,dog,0.54278594
198,1,dog,0.9945643
199,0,cat,0.9973284
200,1,dog,0.89948106
201,0,cat,0.5584535
202,0,cat,0.85812426
203,0,cat,0.9999945
204,0,cat,1.0
205,1,dog,0.99972147
206,1,dog,0.9976043
207,0,cat,0.9953725
208,1,dog,0.99945647
209,1,dog,0.9835926
210,1,dog,0.9682408
211,0,cat,0.9889113
212,0,cat,0.90088445
213,1,dog,0.7366067
214,0,cat,0.7824837
215,0,cat,0.99999917
216,1,dog,0.779993
217,0,cat,0.980656
218,1,dog,0.99945503
219,0,cat,0.9685905
220,0,cat,0.99999917
221,1,dog,0.9987722
222,0,cat,0.9999752
223,0,cat,0.98663807
224,1,dog,0.9999914
225,0,cat,0.9933041
226,0,cat,0.9986607
227,0,cat,0.9839557
228,1,dog,0.97247833
229,0,cat,0.99035305
230,0,cat,0.72531396
231,0,cat,0.9999932
232,1,dog,0.96783096
233,1,dog,0.7413358
234,1,dog,0.9899109
235,0,cat,0.9933694
236,0,cat,0.6071985
237,1,dog,0.8957897
238,0,cat,0.8419237
239,1,dog,0.9977532
240,0,cat,0.90983504
241,0,cat,0.99997413
242,0,cat,0.66438586
243,1,dog,0.99852043
244,1,dog,0.9673603
245,0,cat,0.99499846
246,1,dog,0.9930971
247,0,cat,0.9999894
248,1,dog,0.99998736
249,1,dog,0.9927254
250,0,cat,0.9997454
251,0,cat,0.9580232
252,1,dog,0.99918896
253,0,cat,0.99677736
254,1,dog,0.99976045
255,0,cat,0.69055057
256,1,dog,0.9998672
257,0,cat,0.99768484
258,0,cat,0.99152094
259,1,dog,0.9935266
260,1,dog,0.9996786
261,1,dog,0.999635
262,0,cat,0.66010475
263,1,dog,0.9992861
264,1,dog,0.9766102
265,0,cat,0.99953973
266,1,dog,0.9995982
267,1,dog,0.9999914
268,1,dog,0.9949486
269,0,cat,0.99999726
270,0,cat,0.9997912
271,0,cat,0.9151784
272,1,dog,0.9999713
273,0,cat,0.9211038
274,1,dog,0.9944143
275,1,dog,0.99786025
276,0,cat,0.7231582
277,1,dog,0.66659814
278,1,dog,0.9995766
279,1,dog,0.9997911
280,0,cat,0.93283504
281,0,cat,0.99958676
282,0,cat,0.99727434
283,0,cat,0.97826695
284,0,cat,0.9996069
285,1,dog,0.9974503
286,0,cat,0.9981376
287,1,dog,0.99171054
288,1,dog,0.66397935
289,0,cat,0.99997103
290,1,dog,0.9999629
